mexico freed us marine reservist sgt|us|,墨西哥,释放,我们,海洋,预备役,上士|我们|我们|pronoun|我们|我们|我们(pronoun)+|
one just needs to look at the video the images of that bathroom|bathroom|一,个,人,只,需要,看看,视频,，,浴室,的,图像|浴室|浴室|noun|浴室|浴室|浴室(noun)+卫生间(noun)+盥洗室(noun)+澡堂(noun)+澡塘(noun)+|
and it knocks you out it knocks you out|you|把,你,给,了,它,击倒,你|你|你|pronoun|您|您|您(pronoun)+你(pronoun)+你们(pronoun)+尔(pronoun)+侬(pronoun)+|
and it knocks you out it knocks you out|you|把,你,给,了,它,击倒,你|你|你|pronoun|您|您|您(pronoun)+你(pronoun)+你们(pronoun)+尔(pronoun)+侬(pronoun)+|
they are treating me like family now|me|他们,对待,我,现在,像,家人,一样|我|我|pronoun|我|我|我(pronoun)+余(pronoun)+|
they are treating me like family now|like|他们,对待,我,现在,像,家人,一样|一样|一样|preposition|好像|喜欢|喜欢(verb)+爱(verb)+爱好(verb)+待见(verb)+好(verb)+看上(verb)+喜(verb)+喜爱(verb)+喜好(verb)+一样(adjective)+似(adjective)+同(adjective)+相似(adjective)+如同(conjunction)+类(noun)+好像(preposition)+好比(preposition)+好以(preposition)+不啻(adverb)+若(adverb)+|
they are treating me like family now|family|他们,对待,我,现在,像,家人,一样|家人|家人|noun|家庭|家庭|家庭(noun)+家族(noun)+家人(noun)+家(noun)+户(noun)+家眷(noun)+科(noun)+僚属(noun)+系(noun)+|
they are treating me like family now|now|他们,对待,我,现在,像,家人,一样|现在|现在|adverb|现在|现在|现在(adverb)+如今(adverb)+现时(adverb)+此刻(adverb)+此时(adverb)+当今(adverb)+而今(adverb)+今(adverb)+今天(adverb)+今朝(adverb)+刻下(adverb)+现今(adverb)+眼底下(adverb)+眼前(adverb)+眼下(adverb)+于是(adverb)+在眼前(adverb)+此(adverb)+这(adverb)+现在(noun)+既然(conjunction)+|
they have expressed almost precisely in these terms|have|他们,表达,了,几乎,精确,地,对,这些,术语|||verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
they have expressed almost precisely in these terms|these|他们,表达,了,几乎,精确,地,对,这些,术语|这些|这些|DT||这些|这些(pronoun)+这(pronoun)+此(pronoun)+|
the children will not have to worry about their education for their entire education basically|not|孩子们,不,会,担心,他们,教育,他们,整个,的,教育,基本上|不|不|adverb|不|不|不(adverb)+未(adverb)+无(adverb)+非(adverb)+弗(adverb)+没(adverb)+靡(adverb)+叵(adverb)+毋(adverb)+|
the children will not have to worry about their education for their entire education basically|have|孩子们,不,会,担心,他们,教育,他们,整个,的,教育,基本上|||verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
the children will not have to worry about their education for their entire education basically|worry|孩子们,不,会,担心,他们,教育,他们,整个,的,教育,基本上|担心|担心|verb|担心|担心|担心(verb)+忧虑(verb)+担忧(verb)+愁(verb)+忧(verb)+操心(verb)+缠绕(verb)+发愁(verb)+犯愁(verb)+挂虑(verb)+挂念(verb)+挂牵(verb)+慁(verb)+急(verb)+纠缠(verb)+困扰(verb)+虑(verb)+牵挂(verb)+愀(verb)+使烦恼(verb)+患(verb)+忧(noun)+烦恼(noun)+顾虑(noun)+焦急(noun)+虑(noun)+忧心(noun)+|
the children will not have to worry about their education for their entire education basically|education|孩子们,不,会,担心,他们,教育,他们,整个,的,教育,基本上|教育|教育|noun|教育|教育|教育(noun)+教学(noun)+教养(noun)+文化(noun)+学术(noun)+学问(noun)+|
the children will not have to worry about their education for their entire education basically|entire|孩子们,不,会,担心,他们,教育,他们,整个,的,教育,基本上|整个|整个|adjective|整个|整个|整个(adjective)+全(adjective)+整(adjective)+全部(adjective)+合计的(adjective)+全球(adjective)+通通(adjective)+总体(adjective)+骘(noun)+|
the children will not have to worry about their education for their entire education basically|education|孩子们,不,会,担心,他们,教育,他们,整个,的,教育,基本上|教育|教育|noun|教育|教育|教育(noun)+教学(noun)+教养(noun)+文化(noun)+学术(noun)+学问(noun)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|have|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|有|有罪|verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|power|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|权|权|noun|功率|功率|功率(noun)+动力(noun)+权力(noun)+力量(noun)+力(noun)+乘冪(noun)+大国(noun)+大权(noun)+方(noun)+幂(noun)+幂数(noun)+强(noun)+乘方(noun)+权(noun)+权柄(noun)+权能(noun)+势(noun)+势力(noun)+威(noun)+威风(noun)+威力(noun)+威权(noun)+威武(noun)+优越(noun)+强权(noun)+激励(verb)+使 ... 有力量(verb)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|death|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|终|最终|noun|死亡|死亡|死亡(noun)+长眠(noun)+死命(noun)+终(noun)+诛(noun)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|sentence|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|判|判|noun|句|句|句(noun)+句子(noun)+判(noun)+判处(noun)+科刑(noun)+徒(noun)+徒刑(noun)+判(verb)+判处(verb)+处(verb)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|suspect|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|疑|嫌疑人|noun|可疑分子|怀疑|怀疑(verb)+疑(verb)+猜想(verb)+猜(verb)+犯疑(verb)+疑心(verb)+可疑分子(noun)+涉嫌人(noun)+可疑的(adjective)+有嫌疑的(adjective)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|found|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|||verb|成立|成立|成立(verb)+创办(verb)+创建(verb)+创立(verb)+创设(verb)+缔造(verb)+建(verb)+建立(verb)+立(verb)+设(verb)+设立(verb)+铄(verb)+塑造(verb)+铸(verb)+铸成(verb)+铸造(verb)+勘查(noun)+勘探(noun)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|guilty|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|有罪|有罪|adjective|有罪|有罪|有罪(adjective)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|given|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|||adjective|特定|特定|特定(adjective)+斯(adjective)+一定(adjective)+赠予的(adjective)+设(conjunction)+|
ryan could ultimately have the power to commute a death sentence if the suspect is found guilty and given capital punishment|capital|瑞安,可能,最终,有,权,减免,死刑,，,如果,犯罪,嫌疑人,被,判,有罪,，,并,鉴于,死刑|||adjective|首都的|资本|资本(noun)+首都(noun)+资(noun)+本金(noun)+本钱(noun)+大写(noun)+都(noun)+都城(noun)+国都(noun)+会(noun)+京(noun)+老本(noun)+栌(noun)+首都的(adjective)+资本的(adjective)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|under|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|||preposition|下|下|下(preposition)+根据(preposition)+之下(preposition)+以下(preposition)+底下(preposition)+少于(preposition)+使用(preposition)+下边(preposition)+下面(preposition)+在 ... 下(preposition)+在 ... 之下(preposition)+在下边(adverb)+在下面(adverb)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|law|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|法律|法律|noun|法律|法律|法律(noun)+法(noun)+规律(noun)+定律(noun)+律(noun)+案(noun)+法规(noun)+法则(noun)+觚(noun)+规率(noun)+议案(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|family|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|家庭|家庭|noun|家庭|家庭|家庭(noun)+家族(noun)+家人(noun)+家(noun)+户(noun)+家眷(noun)+科(noun)+僚属(noun)+系(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|must|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|必须|必须|MD||必须|必须(verb)+务必(verb)+要(verb)+必(verb)+须(verb)+应该(verb)+必得(verb)+不得已(verb)+当(verb)+得(verb)+发霉(verb)+务(verb)+须要(verb)+一定要(verb)+应当(verb)+必须(noun)+霉(noun)+未发酵葡萄汁(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|give|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|给予|给予|verb|给予|给予|给予(verb)+给(verb)+赐给(verb)+发放(verb)+发给(verb)+给以(verb)+齎(verb)+赏(verb)+授(verb)+予(verb)+与(verb)+弹性(noun)+适应性(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|consent|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|同意|同意|noun|同意|同意|同意(verb)+承诺(verb)+肯(verb)+应承(verb)+允(verb)+允诺(verb)+同意(noun)+许可(noun)+赞同(noun)+准许(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|order|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|顺序|顺序|noun|令|订购|订购(verb)+责令(verb)+订(verb)+饬(verb)+定(verb)+吩(verb)+交待(verb)+叫(verb)+勒令(verb)+檄(verb)+详(verb)+轶(verb)+谕(verb)+谕知(verb)+指令(verb)+令(noun)+命令(noun)+顺序(noun)+秩序(noun)+次序(noun)+程序(noun)+饬令(noun)+次(noun)+次第(noun)+队形(noun)+纪(noun)+井(noun)+伦(noun)+程(noun)+目(noun)+条(noun)+序(noun)+训令(noun)+章(noun)+指令(noun)+旨意(noun)+秩(noun)+命(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|death|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|||noun|死亡|死亡|死亡(noun)+长眠(noun)+死命(noun)+终(noun)+诛(noun)+|
under uae law the victims family must give their consent in order for a death sentence to be commuted|sentence|根据,阿联酋,法律,受害者,家庭,必须,给予,他们,同意,为,死刑,减刑,的,顺序|||noun|句|句|句(noun)+句子(noun)+判(noun)+判处(noun)+科刑(noun)+徒(noun)+徒刑(noun)+判(verb)+判处(verb)+处(verb)+|
the burden weighs heavily on him he said|burden|负担,沉重,地,压在,他,，,他,说|担|负担|noun|负荷|负担|负担(verb)+累赘(verb)+麻烦(verb)+赘(verb)+负荷(noun)+包袱(noun)+配料(noun)+担(noun)+负载(noun)+累赘(noun)+麻烦(noun)+忧(noun)+主题(noun)+|
the burden weighs heavily on him he said|him|负担,沉重,地,压在,他,，,他,说|他|他|pronoun|他|他|他(pronoun)+之(pronoun)+|
as far as i can tell it seems pretty damning evidence|far|目前,我,可以,告诉,它,似乎,相当,确凿,的,证据|||adverb||远|远(adjective)+嘏(adjective)+逖(adjective)+遥(adjective)+|
as far as i can tell it seems pretty damning evidence|can|目前,我,可以,告诉,它,似乎,相当,确凿,的,证据|可以|可以|MD||可以|可以(verb)+能(verb)+可(verb)+能够(verb)+会(verb)+堪(verb)+克(verb)+罐(noun)+罐头(noun)+鑵(noun)+听(noun)+头戴耳机(noun)+|
as far as i can tell it seems pretty damning evidence|tell|目前,我,可以,告诉,它,似乎,相当,确凿,的,证据|告诉|告诉|verb|告诉|告诉|告诉(verb)+诉说(verb)+说(verb)+讲(verb)+断定(verb)+吩咐(verb)+告(verb)+交待(verb)+摅(verb)+述(verb)+陈(verb)+通(verb)+吐露(verb)+谓(verb)+详(verb)+详述(verb)+晓(verb)+晓示(verb)+泄露(verb)+语(verb)+诉(verb)+古墓(noun)+|
as far as i can tell it seems pretty damning evidence|pretty|目前,我,可以,告诉,它,似乎,相当,确凿,的,证据|||adverb|蛮|漂亮|漂亮(adjective)+美丽(adjective)+嘉(adjective)+姣(adjective)+俊美的(adjective)+姱(adjective)+丽(adjective)+美(adjective)+俏(adjective)+俊(adjective)+秀丽(adjective)+嬛(adjective)+姿色(adjective)+蛮(adverb)+极好的东西(noun)+|
as far as i can tell it seems pretty damning evidence|evidence|目前,我,可以,告诉,它,似乎,相当,确凿,的,证据|证据|证据|noun|证据|证据|证据(noun)+表明(noun)+据(noun)+明显(noun)+凭(noun)+凭据(noun)+凭证(noun)+左证(noun)+佐证(noun)+表明(verb)+作证(verb)+|
and she (the suspect) confessed herself|herself|和,她,（,犯罪,嫌疑人,）,承认,自己|||adverb||她自己|她自己(pronoun)+|
ibolya my dear ex-wifeand i do mean that will not have died in vain|dear|ibolya,我,亲爱,的,前妻,和,我,的,意思,，,不,会,死,徒然|亲爱|亲爱|adverb|昂贵|亲爱|亲爱(adjective)+昂贵的(adjective)+贵的(adjective)+亲(adjective)+亲切(adjective)+嶢(adjective)+亲爱的人(noun)+昂贵(adverb)+深深地(adverb)+|
ibolya my dear ex-wifeand i do mean that will not have died in vain|do|ibolya,我,亲爱,的,前妻,和,我,的,意思,，,不,会,死,徒然|||verb|做|做|做(verb)+办(verb)+操(verb)+从事(verb)+胹(verb)+干(verb)+搞(verb)+进行(verb)+闹(verb)+弄(verb)+行(verb)+演(verb)+作(verb)+欺诈(noun)+使为难(noun)+|
ibolya my dear ex-wifeand i do mean that will not have died in vain|not|ibolya,我,亲爱,的,前妻,和,我,的,意思,，,不,会,死,徒然|不|不|adverb|不|不|不(adverb)+未(adverb)+无(adverb)+非(adverb)+弗(adverb)+没(adverb)+靡(adverb)+叵(adverb)+毋(adverb)+|
ibolya my dear ex-wifeand i do mean that will not have died in vain|have|ibolya,我,亲爱,的,前妻,和,我,的,意思,，,不,会,死,徒然|||verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
